LP,ZAKRES,ПЕРЕЧЕНЬ РАБОТ,ILOŚĆ,JM,CENA,WARTOŚĆ,KOMENTARZ,,ZMIANA +/-,CENA DOP,JM,WARTOŚĆ,KOMENTARZ,,FINAŁ,JM,WARTOŚĆ,,Progres,%,Wart Progres,,przedp,hol,kuch,salon,biuro,master,pok1,pok2,pok3,laz1,laz2,laz3,sch1,,PAKIET START,PAKIET COMFORT,PAKIET PRESTIGE,JM,WARTOŚĆ START,WARTOŚĆ COMFORT,WARTOŚĆ PRESTIGE,,MATERIAŁ 1,NA JM,ILOŚĆ,MATERIAŁ 2,NA JM,ILOŚĆ,MATERIAŁ 3,NA JM,ILOŚĆ,MATERIAŁ 4,NA JM,ILOŚĆ,MATERIAŁ 5,NA JM,ILOŚĆ,,Zakres,Cena J,J,Umowa il,Ilość,Wykonane il,KOM,,Marż J,Koszt Umowa,Profit Umowa,Marż W Umowa,Kwota,Profit Plan,Marż W Plan,Koszt Fakt,Profit Fakt,Marż W Fakt,,Pracownik,2024-09-05,Pracownik,2024-09-12,Pracownik,2024-09-19,Pracownik,2024-09-26,Pracownik,2024-10-03,Pracownik,2024-10-10,Pracownik,2024-10-17,Pracownik,2024-10-24,Pracownik,2024-10-31,Pracownik,2024-11-07,Pracownik,2024-11-14,Pracownik,2024-11-21,Pracownik,2024-11-28,Pracownik,2024-12-05,Pracownik,2024-12-12,Pracownik,2024-12-19
"10,01",Posadzka cementowa,Стяжка цементная,"0,0",m2,"88,00 zł","0,00 zł",,,,"88,00 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,m2,"0,00 zł","0,00 zł","0,00 zł",,"Weber floor, kg (na grubość 10 mm)","20,00","0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Стяжка цементная,"31,00 zł",m2,"0,0","0,0","0,0",,,65%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10,02",Wylewka wyrównująca samopoziomująca,Стяжка самовыравнивающая ,"0,0",m2,"66,00 zł","0,00 zł",,,,"66,00 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",,,,,m2,"0,00 zł","0,00 zł","0,00 zł",,"Wylewka wyrównująca, kg (na 1 mm grubość)","1,70","0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Стяжка самовыравнивающая ,"24,00 zł",m2,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10,03","Obniżenie poziomu posadzek, szlifowanie. Do 5mm","Шлифовка пола для понижения уровня, до 5 мм","0,0",m2,"88,00 zł","0,00 zł",,,,"88,00 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,m2,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,"Шлифовка пола для понижения уровня, до 5 мм","31,00 zł",m2,"0,0","0,0","0,0",,,65%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10,04","Szlifowanie posadzek, przygotowanie do klejania podłogi",Шлифовка пола для поклейки,"0,0",m2,"22,00 zł","0,00 zł",,,,"22,00 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,m2,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Шлифовка пола для поклейки,"8,00 zł",m2,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10,05",Gruntowanie gruntem podkładowym,Грунтовка полов,"0,0",m2,"8,80 zł","0,00 zł",,,,"8,80 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,"0,00","0,00",m2,"0,00 zł","0,00 zł","0,00 zł",,"Grunt CT17, l","0,15","0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Грунтовка полов,"2,00 zł",m2,"0,0","0,0","0,0",,,77%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10,06","Panele podłogowe/winylowe (wraz podkładem i folią)
Układ - prosty, technologia - na pływająco",Ламинат / винил с подложкой и пленкой - плавающий,"0,0",m2,"44,00 zł","0,00 zł",,,,"44,00 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,"0,00",,,m2,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Ламинат / винил с подложкой и пленкой - плавающий,"16,00 zł",m2,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10,07","Panele podłogowe/winylowe (wraz podkładem i folią)
Układ - jodełka, technologia - na pływająco",Ламинат / винил с подложкой и пленкой - плавающий. Укладка елочкой,"0,0",m2,"60,50 zł","0,00 zł",,,,"60,50 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,m2,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Ламинат / винил с подложкой и пленкой - плавающий. Укладка елочкой,"22,00 zł",m2,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10,08","Panele winylowe - na klej 
Układ - prosty, technologia - na klej",Кварц-винил на клей,"0,0",m2,"60,50 zł","0,00 zł",,,,"60,50 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,"0,00",,m2,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Кварц-винил на клей,"22,00 zł",m2,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10,09","Panele winylowe - na klej 
Układ - jodełka, technologia - na klej",Кварц-винил на клей. Укладка елочкой,"0,0",m2,"82,50 zł","0,00 zł",,,,"82,50 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,m2,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Кварц-винил на клей. Укладка елочкой,"30,00 zł",m2,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10,10","Deska warstwowa - na klej
Układ - prosty, na klej","Паркет, слоистая инженерная доска – на клей","0,0",m2,"108,90 zł","0,00 zł",,,,"108,90 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,m2,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,"Паркет, слоистая инженерная доска – на клей","40,00 zł",m2,"0,0","0,0","0,0",,,63%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10,11","Deska warstwowa - na klej
Układ -  jodełka, na klej","Паркет, слоистая инженерная доска – на клей. Укладка елочкой","0,0",m2,"148,50 zł","0,00 zł",,,,"148,50 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,"0,00",m2,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,"Паркет, слоистая инженерная доска – на клей. Укладка елочкой","54,00 zł",m2,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10,12",Zabezpieczenie zainstalowanej podłogi na czas prac,Защита уложенного пола на время работ,"0,0",m2,"7,70 zł","0,00 zł",,,,"7,70 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,"0,00","0,00","0,00",m2,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Защита уложенного пола на время работ,"2,50 zł",m2,"0,0","0,0","0,0",,,68%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10,13","Listwa dylatacyjna aluminiowa przy łączeniu posadzek / akrylowanie, szt. do 1 mb",Алюминиевый порожек / нанесение акрила на стыках полов,"0,0",mb,"44,00 zł","0,00 zł",,,,"44,00 zł",mb,"0,00 zł",,,"0,0",mb,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,0,0,0,mb,"0,00 zł","0,00 zł","0,00 zł",,"Akryl, ml","20,00","0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Алюминиевый порожек / нанесение акрила на стыках полов,"15,00 zł",mb,"0,0","0,0","0,0",,,66%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10,14",Listwa dylatacyjna przy wejściu do lokalu z docięciem,Порожек на входе в помещение,"0,0",szt,"68,20 zł","0,00 zł",,,,"68,20 zł",szt,"0,00 zł",,,"0,0",szt,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,szt,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Порожек на входе в помещение,"25,00 zł",szt,"0,0","0,0","0,0",,,63%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10,15",Listwa przypodłogowa MDF / styrodur / PCV na klej,Плинтус МДФ / пенополистирол на клей,"0,0",mb,"38,50 zł","0,00 zł",,,,"38,50 zł",mb,"0,00 zł",,,"0,0",mb,"0,00 zł",,"0,0",0%,"0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",,,,,,"0,00","0,00","0,00",mb,"0,00 zł","0,00 zł","0,00 zł",,"Klej, ml","50,00","0,00","Akryl, ml","20,00","0,00",,,"0,00",,,"0,00",,,"0,00",,Плинтус МДФ / пенополистирол на клей,"13,00 zł",mb,"0,0","0,0","0,0",,,66%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10,16",Listwa przypodłogowa ukryta z podcięciem ściany na grubość listwy,Скрытый плинтус с подрезом стены,"0,0",mb,"209,00 zł","0,00 zł",,,,"209,00 zł",mb,"0,00 zł",,,"0,0",mb,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,mb,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Скрытый плинтус с подрезом стены,"75,00 zł",mb,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,STOLARKA,ДВЕРИ,,,,"0,00 zł",,,,,,"0,00 zł","0,00 zł",,,,"0,00 zł",,,0%,"0,00 zł",,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,,,,,,"0,00 zł","0,00 zł","0,00 zł",,,,,,,,,,,,,,,,,,ДВЕРИ,,,,,,,,,"0,00zł","0,00zł",0%,"0,00zł","0,00zł",0%,"0,00zł","0,00zł",0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11,01",Przycięcie skrzydła drzwi (1 strona),Подрезка дверного полотна (1 сторона),"0,0",szt,"55,00 zł","0,00 zł",,,,"55,00 zł",szt,"0,00 zł",,,"0,0",szt,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,szt,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Подрезка дверного полотна (1 сторона),"20,00 zł",szt,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11,02","Drzwi ukryte - montaż ościeżnicy i skrzydła (do 2 m, powyżej 2 m +10% za 10 cm)","Монтаж встроенной дверной коробки и двери (дo 2 м, выше 2 м +10% зa 10 см)","0,0",kpl,"605,00 zł","0,00 zł",,,,"605,00 zł",kpl,"0,00 zł",,,"0,0",kpl,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,0,0,kpl,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,"Монтаж встроенной дверной коробки и двери (дo 2 м, выше 2 м +10% зa 10 см)","225,00 zł",kpl,"0,0","0,0","0,0",,,63%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11,03","Drzwi ukryte - obróbka otworu (do 2 m, powyżej 2 m +10% za 10 cm)","Отделка дверной коробки встроенных дверей (дo 2 м, выше 2 м +10% зa 10 см)","0,0",kpl,"638,00 zł","0,00 zł",,,,"638,00 zł",kpl,"0,00 zł",,,"0,0",kpl,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,0,0,kpl,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,"Отделка дверной коробки встроенных дверей (дo 2 м, выше 2 м +10% зa 10 см)","240,00 zł",kpl,"0,0","0,0","0,0",,,62%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11,04","Drzwi ukryte - malowanie skrzydła (do 2 m, powyżej 2 m +10% za 10 cm)","Покраска полотна скрытых дверей (дo 2 м, выше 2 м +10% зa 10 см)","0,0",kpl,"275,00 zł","0,00 zł",,,,"275,00 zł",kpl,"0,00 zł",,,"0,0",kpl,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,0,0,kpl,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,"Покраска полотна скрытых дверей (дo 2 м, выше 2 м +10% зa 10 см)","100,00 zł",kpl,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11,05",Drzwi z widoczną ościeżnicą bez docięć - montaż,Монтаж межкомнатных дверей,"0,0",kpl,"341,00 zł","0,00 zł",,,,"341,00 zł",kpl,"0,00 zł",,,"0,0",kpl,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,0,,,kpl,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Монтаж межкомнатных дверей,"120,00 zł",kpl,"0,0","0,0","0,0",,,65%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11,06",Klamka z zamkiem lub bez - montaż ,Монтаж дверной ручки и замка,"0,0",kpl,"68,20 zł","0,00 zł",,,,"68,20 zł",kpl,"0,00 zł",,,"0,0",kpl,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,0,0,0,kpl,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Монтаж дверной ручки и замка,"25,00 zł",kpl,"0,0","0,0","0,0",,,63%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11,07",Składanie szafki umywalkowej,Сборка шкафчика под умывальник,"0,0",kpl,"181,50 zł","0,00 zł",,,,"181,50 zł",kpl,"0,00 zł",,,"0,0",kpl,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,kpl,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Сборка шкафчика под умывальник,"65,00 zł",kpl,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11,08",Montaż szafki umywalkowej,Монтаж шкафчика под умывальник,"0,0",kpl,"176,00 zł","0,00 zł",,,,"176,00 zł",kpl,"0,00 zł",,,"0,0",kpl,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,kpl,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Монтаж шкафчика под умывальник,"60,00 zł",kpl,"0,0","0,0","0,0",,,66%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,DODATKI,ДОПОЛНИТЕЛЬНЫЕ,,,,"0,00 zł",,,,,,"0,00 zł","0,00 zł",,,,"0,00 zł",,,0%,"0,00 zł",,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,,,,,,"165,00 zł","220,00 zł","275,00 zł",,,,,,,,,,,,,,,,,,ДОПОЛНИТЕЛЬНЫЕ,,,,,,,,,"0,00zł","0,00zł",0%,"0,00zł","0,00zł",0%,"0,00zł","0,00zł",0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,01",Parapet bez bocznego wkucia szerokość do 150cm,"Подоконник без боковой вковки, ширина до 150 см","0,0",szt,"247,50 zł","0,00 zł",,,,"247,50 zł",szt,"0,00 zł",,,"0,0",szt,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,szt,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,"Подоконник без боковой вковки, ширина до 150 см","90,00 zł",szt,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,02",Parapet bez bocznego wkucia szerokość od 150 cm,"Подоконник без боковой вковки, ширина от 150 см","0,0",mb,"165,00 zł","0,00 zł",,,,"165,00 zł",mb,"0,00 zł",,,"0,0",mb,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,mb,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,"Подоконник без боковой вковки, ширина от 150 см","60,00 zł",mb,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,03",Listwy przysufitowe maskownice karnisza (blendy) wraz z akrylowaniem i malowaniem,Монтаж фальш карниза,"0,0",mb,"88,00 zł","0,00 zł",,,,"88,00 zł",mb,"0,00 zł",,,"0,0",mb,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,0,0,mb,"0,00 zł","0,00 zł","0,00 zł",,"Klej, ml","30,00","0,00","Akryl, ml","20,00","0,00",,,"0,00",,,"0,00",,,"0,00",,Монтаж фальш карниза,"30,00 zł",szt,"0,0","0,0","0,0",,,66%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,04",Montaż karnisza,Монтаж карниза,"0,0",mb,"55,00 zł","0,00 zł",,,,"55,00 zł",mb,"0,00 zł",,,"0,0",mb,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,0,0,0,mb,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Монтаж карниза,"20,00 zł",mb,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,05",Montaż lustra łazienkowego,Установка зеркала,"0,0",szt,"99,00 zł","0,00 zł",,,,"99,00 zł",szt,"0,00 zł",,,"0,0",szt,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,0,,,szt,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Установка зеркала,"35,00 zł",szt,"0,0","0,0","0,0",,,65%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,06",Montaż lustra łazienkowego z podświetleniem,Установка зеркала с подсветкой,"0,0",szt,"132,00 zł","0,00 zł",,,,"132,00 zł",szt,"0,00 zł",,,"0,0",szt,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,0,0,szt,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Установка зеркала с подсветкой,"48,00 zł",szt,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,07","Montaż lustra / szkla, m2/mb",Установка зеркала / стекла по м2,"0,0",m2,"165,00 zł","0,00 zł",,,,"165,00 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,m2,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Установка зеркала / стекла по м2,"60,00 zł",m2,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,08",Wentylacja - montaż wentylatora,Вентиляция - монтаж вентиллятора,"0,0",kpl,"104,50 zł","0,00 zł",do 4 mb,,,"104,50 zł",kpl,"0,00 zł",,,"0,0",kpl,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,kpl,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Вентиляция - монтаж вентиллятора,"38,00 zł",kpl,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,09",Wentylacja - montaż kratki wentylacyjnej,Вентиляция - монтаж кратки,"0,0",kpl,"8,80 zł","0,00 zł",do 4 mb,,,"8,80 zł",kpl,"0,00 zł",,,"0,0",kpl,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,kpl,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Вентиляция - монтаж кратки,"3,00 zł",kpl,"0,0","0,0","0,0",,,66%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,10",Montaż akcesoriów,Монтаж аксессуаров,"0,0",szt,"55,00 zł","0,00 zł",,,,"55,00 zł",szt,"0,00 zł",,,"0,0",szt,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,3,4,5,szt,"165,00 zł","220,00 zł","275,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Монтаж аксессуаров,"20,00 zł",szt,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,11","Instalacja sprzętu AGD, od","Установка бытовой техники, от","0,0",kpl,"110,00 zł","0,00 zł",,,,"110,00 zł",kpl,"0,00 zł",,,"0,0",kpl,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,kpl,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,"Установка бытовой техники, от","40,00 zł",kpl,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
